# name	type	package	section	arguments
kill-subprocess	Function	editor	processes	kill-subprocess
kill-word	Function	editor	regions	kill-word &optional (ARG 1)
kill-xyzzy	Function	editor	processes	kill-xyzzy &optional (EXIT-CODE t)
kinsoku-bol-chars	Function	editor	text	kinsoku-bol-chars &optional BUFFER
kinsoku-eol-chars	Function	editor	text	kinsoku-eol-chars &optional BUFFER
kinsoku-extend-limit	Function	editor	text	kinsoku-extend-limit &optional BUFFER
kinsoku-goto-column	Function	editor	text	kinsoku-goto-column COLUMN &optional KINSOKU-MODE
kinsoku-mode	Function	editor	text	kinsoku-mode &optional BUFFER
kinsoku-shorten-limit	Function	editor	text	kinsoku-shorten-limit &optional BUFFER
lambda	Misc	lisp	control-flow	lambda LAMBDA-LIST [[{DECLARATION}* | DOCUMENTATION]] {FORM}*
lambda-list-keywords	Variable	lisp	variables	-
lambda-parameters-limit	Variable	lisp	variables	-
last	Function	lisp	lists	last LIST &optional (N 1)
launch-application	Function	editor	processes	launch-application APP
lcm	Function	lisp	numbers	lcm INTEGER &rest MORE-INTEGERS
ldb	Function	lisp	numbers	ldb BYTESPEC INTEGER
ldb-test	Function	lisp	numbers	ldb-test BYTESPEC INTEGER
ldiff	Function	lisp	lists	ldiff LIST OBJECT
length	Function	lisp	sequences	length SEQUENCE
let	Special Form	lisp	variables	let ({VAR|(VAR [VALUE])}*) {declaration}* {FORM}*
let*	Special Form	lisp	variables	let* ({VAR|(VAR [VALUE])}*) {declaration}* {FORM}*
lisp-complete-symbol	Function	editor	symbols	lisp-complete-symbol
lisp-implementation-type	Function	lisp	system	lisp-implementation-type
lisp-implementation-version	Function	lisp	system	lisp-implementation-version
lisp-indent-hook	Misc	editor	symbols	-
list	Function	lisp	lists	list &rest ARGS
list*	Function	lisp	lists	list* &rest ARGS
list-all-packages	Function	lisp	packages	list-all-packages
list-archive	Function	editor	filesystem	list-archive ARCHIVE-FILE &optional FILE-NAME-ONLY
list-function	Function	editor	functions	list-function &rest ARGS
list-length	Function	lisp	lists	list-length LIST
list-server-resources	Function	editor	misc	list-server-resources SERVER-NAME &optional COMMENT-P
list-servers	Function	editor	misc	list-servers &optional COMMENT-P
list-text-attributes	Function	editor	text	list-text-attributes &optional START END
list-tool-bars	Function	editor	menus	list-tool-bars
list-xyzzy-windows	Function	editor	processes	list-xyzzy-windows
listen	Function	lisp	io	listen &optional INPUT-STREAM
listp	Function	lisp	datatypes	listp OBJECT
load-file	Function	lisp	evaluation	load-file FILENAME
load-keyword-file	Function	editor	misc	load-keyword-file NAME &optional ICASE TABLE CONDITION
load-library	Function	lisp	evaluation	load-library FILENAME &rest REST
load-session	Function	editor	buffers	load-session FILENAME &optional NOT-CLOSE
local-keymap	Function	editor	keymaps	local-keymap &optional BUFFER
local-set-key	Function	editor	keymaps	local-set-key KEY COMMAND
local-unset-key	Function	editor	keymaps	local-unset-key KEY
local-variable-p	Function	editor	datatypes	local-variable-p SYMBOL &optional BUFFER
locally	Special Form	lisp	control-flow	locally {declaration}* {FORM}*
lock-file	BufferLocal	editor	buffers	-
log	Function	lisp	numbers	log NUMBER &optional BASE
logand	Function	lisp	numbers	logand &rest ARGS
logandc1	Function	lisp	numbers	logandc1 X Y
logandc2	Function	lisp	numbers	logandc2 X Y
logeqv	Function	lisp	numbers	logeqv &rest ARGS
logior	Function	lisp	numbers	logior &rest ARGS
lognand	Function	lisp	numbers	lognand X Y
lognor	Function	lisp	numbers	lognor X Y
lognot	Function	lisp	numbers	lognot INTEGER
logorc1	Function	lisp	numbers	logorc1 X Y
logorc2	Function	lisp	numbers	logorc2 X Y
logxor	Function	lisp	numbers	logxor &rest ARGS
long-float-p	Function	lisp	datatypes	long-float-p OBJECT
long-operation	Macro	editor	misc	long-operation &rest BODY
looking-at	Function	editor	search-regexp	looking-at REGEXP &optional CASE-FOLD
looking-back	Function	editor	search-regexp	looking-back STRING &optional CASE-FOLD
looking-for	Function	editor	search-regexp	looking-for STRING &optional CASE-FOLD
lookup-dictionary	Function	editor	misc	lookup-dictionary DIRECTORY DIC-FILE INDEX-FILE WORD
lookup-key-command	Function	editor	keymaps	lookup-key-command KEY
lookup-keymap	Function	editor	keymaps	lookup-keymap KEYMAP KEY &optional IGNORE-CASE SYMBOL-ONLY
loop	Macro	lisp	control-flow	loop &body BODY
lower-case-p	Function	lisp	characters	lower-case-p CHAR
machine-instance	Function	lisp	system	machine-instance
machine-name	Function	editor	system	machine-name
machine-type	Function	lisp	system	machine-type
machine-version	Function	lisp	system	machine-version
macro-function	Function	lisp	macros	macro-function SYMBOL &optional ENV
macroexpand	Function	lisp	macros	macroexpand FORM &optional ENV
macroexpand-1	Function	lisp	macros	macroexpand-1 FORM &optional ENV
macrolet	Special Form	lisp	macros	macrolet ({(NAME LAMBDA-LIST {declaration}* [doc-string] {FORM}*)}*) {FORM}*
make-array	Function	lisp	arrays	make-array DIMENSIONS &rest REST &key (:element-type t) (:initial-element () ies-p) (:initial-contents () ics-p) :fill-pointer :adjustable :displaced-to (:displaced-index-offset 0)
make-backup-files	BufferLocal	editor	buffers	-
make-broadcast-stream	Function	lisp	io	make-broadcast-stream &rest STREAMS
make-buffer-stream	Function	editor	io	make-buffer-stream BUFFER &optional POINT EOB
make-concatenated-stream	Function	lisp	io	make-concatenated-stream &rest STREAMS
make-condition	Function	lisp	errors	make-condition TYPE &rest ARGS
make-dispatch-macro-character	Function	lisp	io	make-dispatch-macro-character CHAR &optional NON-TERMINATING-P READTABLE
make-echo-stream	Function	lisp	io	make-echo-stream INPUT-STREAM OUTPUT-STREAM
make-hash-table	Function	lisp	hashtables	make-hash-table &key :test :size :rehash-size :rehash-threshold
make-keymap	Function	editor	keymaps	make-keymap
make-list	Function	lisp	lists	make-list SIZE &key :initial-element
make-list-from-keyword-table	Function	editor	variables	make-list-from-keyword-table HASH
make-local-variable	Function	editor	buffers	make-local-variable SYMBOL
make-marker	Function	editor	positions	make-marker &optional BUFFER
make-package	Function	lisp	packages	make-package PACKAGE-NAME &key :nicknames :use :internal-size :external-size
make-process	Function	editor	processes	make-process COMMAND-LINE &key :environ :output :exec-directory :incode :outcode :eol-code :show
make-random-state	Function	lisp	numbers	make-random-state &optional STATE
make-sequence	Function	lisp	sequences	make-sequence TYPE SIZE &key :initial-element
make-sparse-keymap	Function	editor	keymaps	make-sparse-keymap
make-string-input-stream	Function	lisp	io	make-string-input-stream STRING &optional START END
make-symbol	Function	lisp	symbols	make-symbol PRINT-NAME
make-syntax-table	Function	editor	syntax	make-syntax-table
make-temp-file-name	Function	editor	filesystem	make-temp-file-name &optional PREFIX SUFFIX DIRECTORY DIRECTORY-P
make-two-way-stream	Function	lisp	io	make-two-way-stream INPUT-STREAM OUTPUT-STREAM
make-variable-buffer-local	Function	editor	buffers	make-variable-buffer-local SYMBOL
make-vector	Function	lisp	arrays	make-vector LENGTH &key (:element-type t) (:initial-element () ies-p) (:initial-contents () ics-p) :fill-pointer :adjustable :displaced-to (:displaced-index-offset 0)
makunbound	Function	lisp	variables	makunbound SYMBOL
map	Function	lisp	sequences	map RESULT-TYPE FUNCTION SEQUENCE &rest MORE-SEQUENCES
map-backslash-to-slash	Function	editor	strings	map-backslash-to-slash STRING
map-char-encoding-region	Function	editor	text	map-char-encoding-region P1 P2 &optional ENCODING
map-into	Function	lisp	sequences	map-into RESULT-SEQUENCE FUNCTION &rest SEQUENCES
map-slash-to-backslash	Function	editor	strings	map-slash-to-backslash STRING
mapc	Function	lisp	control-flow	mapc FUNCTION LIST &rest MORE-LISTS
mapcan	Function	lisp	control-flow	mapcan FN LISTS &rest MORE-LISTS
mapcar	Function	lisp	control-flow	mapcar FUNCTION LIST &rest MORE-LISTS
mapcon	Function	lisp	control-flow	mapcon FN LISTS &rest MORE-LISTS
maphash	Function	lisp	hashtables	maphash FUNCTION HASH-TABLE
mapl	Function	lisp	control-flow	mapl FUNCTION LIST &rest MORE-LISTS
maplist	Function	lisp	control-flow	maplist FUNCTION LIST &rest MORE-LISTS
mark	Function	editor	positions	mark &optional FORCE
mark-dialog-box	Function	editor	dialogs	mark-dialog-box
mark-page	Function	editor	positions	mark-page &optional (ARG 0)
mark-paragraph	Function	editor	regions	mark-paragraph
mark-sexp	Function	editor	functions	mark-sexp &optional (ARG 1)
mark-whole-buffer	Function	editor	regions	mark-whole-buffer &optional ARG
mark-word	Function	editor	regions	mark-word &optional (ARG 1)
marker-buffer	Function	editor	positions	marker-buffer MARKER
marker-point	Function	editor	positions	marker-point MARKER
markerp	Function	editor	datatypes	markerp OBJECT
mask-field	Function	lisp	numbers	mask-field BYTESPEC INTEGER
match-beginning	Function	editor	search-regexp	match-beginning REGNUM
match-data	Function	editor	search-regexp	match-data &optional DATA
match-end	Function	editor	search-regexp	match-end REGNUM
match-string	Function	editor	search-regexp	match-string REGNUM
max	Function	lisp	numbers	max NUMBER &rest MORE-NUMBERS
mc-autoload	Function	lisp	evaluation	mc-autoload FN FILE &optional COMMANDP MACROP ENCODING
mc-load-file	Function	lisp	evaluation	mc-load-file FILENAME &optional ENCODING
mc-load-library	Function	lisp	evaluation	mc-load-library FILENAME &key :encoding :no-suffix (:if-does-not-exist :error)
member	Function	lisp	lists	member ITEM LIST &key :test :test-not :key
member-if	Function	lisp	lists	member-if PREDICATE LIST &key :key
member-if-not	Function	lisp	lists	member-if-not PREDICATE LIST &key :key
menup	Function	editor	menus	menup OBJECT
merge	Function	lisp	sequences	merge RESULT-TYPE SEQUENCE1 SEQUENCE2 PREDICATE &key :key
merge-pathnames	Function	lisp	filesystem	merge-pathnames PATHNAME &optional DEFAULTS
message	Function	lisp	io	message FMT &rest ARGS
message-box	Function	editor	dialogs	message-box MESSAGE &optional TITLE STYLES &key :button1 :button2 :button3 :button4 :button5 :no-wrap
meta-prefix	Function	editor	keymaps	meta-prefix
min	Function	lisp	numbers	min NUMBER &rest MORE-NUMBERS
minibuffer-message	Function	editor	minibuffer	minibuffer-message FMT &rest ARGS
minibuffer-prompt	Function	editor	minibuffer	minibuffer-prompt FMT &rest ARGS
minibuffer-window	Function	editor	minibuffer	minibuffer-window
minibuffer-window-p	Function	editor	minibuffer	minibuffer-window-p WINDOW
minor-mode-map	Function	editor	modes	minor-mode-map &optional BUFFER
minusp	Function	lisp	numbers	minusp NUMBER
mismatch	Function	lisp	sequences	mismatch SEQUENCE1 SEQUENCE2 &key :from-end :test :test-not (:key #'identity) (:start1 0) (:start2 0) :end1 :end2
mod	Function	lisp	numbers	mod NUMBER DIVISOR
mode-line-format	BufferLocal	editor	windows	-
mode-name	BufferLocal	editor	variables	-
mode-specific-indent-command	BufferLocal	editor	modes	-
modify-text-attributes	Function	editor	text	modify-text-attributes TAG &key :foreground :background :bold :underline :strike-out :prefix :extend :start :end :test :test-not :key
modify-text-attributes-if	Function	editor	text	modify-text-attributes-if TEST &key :foreground :background :bold :underline :strike-out :prefix :extend :start :end :key
modify-text-attributes-if-not	Function	editor	text	modify-text-attributes-if-not TEST &key :foreground :background :bold :underline :strike-out :prefix :extend :start :end :key
mouse-menu-popup	Function	editor	menus	mouse-menu-popup &optional APPS
msgbox	Function	editor	dialogs	msgbox FMT &rest ARGS
multi-cursor-add-above	Function	editor	positions	multi-cursor-add-above &optional (ARG 1)
multi-cursor-add-below	Function	editor	positions	multi-cursor-add-below &optional (ARG 1)
multi-cursor-add-left	Function	editor	positions	multi-cursor-add-left &optional (ARG 1)
multi-cursor-add-right	Function	editor	positions	multi-cursor-add-right &optional (ARG 1)
multi-cursor-clear	Function	editor	positions	multi-cursor-clear
multi-cursor-list	Function	editor	positions	multi-cursor-list
multi-cursor-toggle-at	Function	editor	positions	multi-cursor-toggle-at POINT
multiple-value-bind	Special Form	lisp	variables	multiple-value-bind ({VAR}*) VALUES-FORM {declaration}* {FORM}*
multiple-value-call	Special Form	lisp	control-flow	multiple-value-call FUNCTION {FORM}*
multiple-value-list	Macro	lisp	variables	multiple-value-list FORM
multiple-value-prog1	Special Form	lisp	control-flow	multiple-value-prog1 FORM {FORM}*
multiple-value-setq	Special Form	lisp	variables	multiple-value-setq VARIABLES FORM
namestring	Function	lisp	strings	namestring PATHNAME
narrow-to-region	Function	editor	positions	narrow-to-region FROM TO
nbutlast	Function	lisp	lists	nbutlast LIST &optional (N 1)
nconc	Function	lisp	lists	nconc &rest LISTS
need-buffer-save-p	Function	editor	buffers	need-buffer-save-p BUFFER
need-not-save	BufferLocal	editor	variables	-
negative-argument	Function	editor	functions	negative-argument RAW &optional ARG
new-file	Function	editor	filesystem	new-file
new-pseudo-frame	Function	editor	windows	new-pseudo-frame NAME &optional SAVE-P SELECTED-FN DELETED-FN
newline	Function	editor	text	newline &optional (ARG 1)
newline-and-indent	Function	editor	positions	newline-and-indent &optional (ARG 1)
next-buffer	Function	editor	buffers	next-buffer
next-error	Function	editor	errors	next-error &optional ARG
next-line	Function	editor	positions	next-line &optional (N 1)
next-line-add-newlines	Variable	editor	positions	-
next-page	Function	editor	windows	next-page &optional (ARG 1)
next-pseudo-frame	Function	editor	windows	next-pseudo-frame
next-virtual-line	Function	editor	positions	next-virtual-line &optional (N 1)
next-window	Function	editor	windows	next-window WINDOW &optional MINIBUF
next-word	Function	editor	positions	next-word &optional (ARG 1)
next-xyzzy-window	Function	editor	processes	next-xyzzy-window
nil	Variable	lisp	variables	-
nintersection	Function	lisp	lists	nintersection LIST1 LIST2 &rest REST &key :test :test-not :key
ninth	Function	lisp	lists	ninth X
no-or-yes-p	Function	lisp	dialogs	no-or-yes-p FMT &rest ARGS
not	Function	lisp	misc	not X
not-modified	Function	editor	buffers	not-modified
notany	Function	lisp	sequences	notany PREDICATE SEQUENCE &rest MORE-SEQUENCES
notevery	Function	lisp	sequences	notevery PREDICATE SEQUENCE &rest MORE-SEQUENCES
nreconc	Function	lisp	lists	nreconc X Y
nreverse	Function	lisp	sequences	nreverse SEQUENCE
nset-difference	Function	lisp	lists	nset-difference LIST1 LIST2 &rest REST &key :test :test-not :key
nset-exclusive-or	Function	lisp	lists	nset-exclusive-or LIST1 LIST2 &rest REST &key :test :test-not :key
nstring-capitalize	Function	lisp	strings	nstring-capitalize STRING &key :start :end
nstring-downcase	Function	lisp	strings	nstring-downcase STRING &key :start :end
nstring-upcase	Function	lisp	strings	nstring-upcase STRING &key :start :end
nsublis	Function	lisp	lists	nsublis ALIST TREE &key :test :test-not :key
nsubst	Function	lisp	lists	nsubst NEW OLD TREE &key :test :test-not :key
nsubst-if	Function	lisp	lists	nsubst-if NEW TEST TREE &key :key
nsubst-if-not	Function	lisp	lists	nsubst-if-not NEW TEST TREE &key :key
nsubstitute	Function	lisp	sequences	nsubstitute NEWITEM OLDITEM SEQUENCE &key :from-end :test :test-not :start :end :count :key
nsubstitute-if	Function	lisp	sequences	nsubstitute-if NEWITEM TEST SEQUENCE &key :from-end :start :end :count :key
nsubstitute-if-not	Function	lisp	sequences	nsubstitute-if-not NEWITEM TEST SEQUENCE &key :from-end :start :end :count :key
nth	Function	lisp	lists	nth N LIST
nth-value	Macro	lisp	variables	nth-value N FORM
nthcdr	Function	lisp	lists	nthcdr N LIST
null	Function	lisp	datatypes	null OBJECT
number-of-function-bar-labels	Function	editor	misc	number-of-function-bar-labels
numberp	Function	lisp	datatypes	numberp OBJECT
numerator	Function	lisp	numbers	numerator RATIONAL
nunion	Function	lisp	lists	nunion LIST1 LIST2 &rest REST &key :test :test-not :key
oddp	Function	lisp	numbers	oddp INTEGER
ole-create-event-sink	Function	editor	system	ole-create-event-sink OBJECT &optional INTERFACE TYPELIB-FILE
ole-create-object	Function	editor	system	ole-create-object PROGRAM-ID
ole-for-each	Macro	editor	system	ole-for-each (VAR OBJ &optional RESULTFORM) &body BODY
ole-get-object	Function	editor	system	ole-get-object PROGRAM-ID
ole-getprop	Function	editor	system	ole-getprop OBJECT PROPERTY &rest ARGS
ole-method	Function	editor	system	ole-method OBJECT PROPERTY &rest ARGS
ole-method*	Function	editor	system	ole-method* OBJECT PROPERTY &optional ARGS NAMED-ARGS
ole-putprop	Function	editor	system	ole-putprop OBJECT PROPERTY VALUE &rest ARGS
oledatap	Function	lisp	datatypes	oledatap OBJECT
OLEオートメーションの使用例	Tips	-	misc	-
open	Function	lisp	io	open FILENAME &key :direction :if-exists :if-does-not-exist :encoding :share
open-filer	Function	editor	filer	open-filer
open-line	Function	editor	text	open-line &optional (ARG 1)
open-network-stream	Function	editor	processes	open-network-stream BUFFER HOSTNAME SERVICE &key :incode :outcode :eol-code
open-rectangle	Function	editor	regions	open-rectangle P1 P2
open-rectangle-selection	Function	editor	regions	open-rectangle-selection
open-session-dialog	Function	editor	buffers	open-session-dialog
open-stream-p	Function	lisp	io	streamp OBJECT
operate-on-rectangle	Function	editor	regions	operate-on-rectangle P1 P2 C1 C2 &key :copy :delete :clear :open :string
operate-on-rectangle-selection	Function	editor	regions	operate-on-rectangle-selection &key :copy :delete :clear :open :string
or	Macro	lisp	control-flow	or &rest FORMS
os-build-number	Function	editor	system	os-build-number
os-csd-version	Function	editor	system	os-csd-version
os-major-version	Function	editor	system	os-major-version
os-minor-version	Function	editor	system	os-minor-version
os-platform	Function	editor	system	os-platform
other-buffer	Function	editor	buffers	other-buffer &optional BUFFER
other-pseudo-frame	Function	editor	windows	other-pseudo-frame
other-window	Function	editor	windows	other-window &optional (ARG 1 F) NO-ERROR
overwrite-char	Function	editor	text	overwrite-char C &optional (ARG 1)
overwrite-mode	Function	editor	modes	overwrite-mode &optional (ARG () SV)
overwrite-rectangle	Function	editor	regions	overwrite-rectangle
package-name	Function	lisp	packages	package-name PACKAGE
package-use-list	Function	lisp	packages	package-use-list PACKAGE
package-used-by-list	Function	lisp	packages	package-used-by-list PACKAGE
packagep	Function	lisp	datatypes	packagep OBJECT
pairlis	Function	lisp	lists	pairlis KEYS DATA &optional A-LIST
parse-integer	Function	lisp	io	parse-integer STRING &key :start :end :radix :junk-allowed
parse-point-syntax	Function	editor	syntax	parse-point-syntax &optional POINT
paste-from-clipboard	Function	editor	regions	paste-from-clipboard
paste-rectangle-from-clipboard	Function	editor	regions	paste-rectangle-from-clipboard
path-equal	Function	lisp	filesystem	path-equal PATHNAME1 PATHNAME2
pathname-device	Function	lisp	filesystem	pathname-device PATHNAME
pathname-directory	Function	lisp	filesystem	pathname-directory PATHNAME
pathname-host	Function	lisp	filesystem	pathname-host PATHNAME
pathname-match-p	Function	lisp	filesystem	pathname-match-p PATHNAME WILDNAME
pathname-name	Function	lisp	filesystem	pathname-name PATHNAME
pathname-type	Function	lisp	filesystem	pathname-type PATHNAME
peek-char	Function	lisp	io	peek-char &optional PEEK-TYPE INPUT-STREAM EOF-ERROR-P EOF-VALUE RECURSIVE-P
perform-replace	Function	editor	search-regexp	perform-replace PATTERN REPLACEMENT QUERY REGEXP INTERACTIVE-P NOERROR
phase	Function	lisp	numbers	phase Z
pipe-command	Function	editor	processes	pipe-command CMD
plain-error	Function	lisp	errors	plain-error &rest REST
plusp	Function	lisp	numbers	plusp NUMBER
point	Function	editor	positions	point
point-marker	Function	editor	positions	point-marker
point-max	Function	editor	positions	point-max
point-min	Function	editor	positions	point-min
point-to-register	Function	editor	positions	point-to-register R
pop	Macro	lisp	lists	pop PLACE
pop-to-buffer	Function	editor	windows	pop-to-buffer BUFFER &optional POPUP-WINDOWS VERT-P
popup-list	Function	editor	misc	popup-list LIST CALLBACK &optional POINT
popup-string	Function	editor	misc	popup-string STRING POINT &optional TIMEOUT
pos-not-visible-in-window-p	Function	editor	windows	pos-not-visible-in-window-p POINT &optional WINDOW
pos-visible-in-window-p	Function	editor	windows	pos-visible-in-window-p POINT &optional WINDOW
position	Function	lisp	sequences	position ITEM SEQUENCE &key :from-end :test :test-not :start :end :key
position-if	Function	lisp	sequences	position-if PREDICATE SEQUENCE &key :from-end :start :end :key
position-if-not	Function	lisp	sequences	position-if-not PREDICATE SEQUENCE &key :from-end :start :end :key
post-buffer-modified-hook	Variable	editor	variables	-
post-buffer-modified-hook-enabled-p	Function	editor	variables	post-buffer-modified-hook-enabled-p &optional BUFFER
pre-selection-p	Function	editor	positions	pre-selection-p
preceding-char	Function	editor	text	preceding-char
prepend-to-register	Function	editor	regions	prepend-to-register R START END &optional DELETE
previous-buffer	Function	editor	buffers	previous-buffer
previous-line	Function	editor	positions	previous-line &optional (N 1)
previous-page	Function	editor	windows	previous-page
previous-pseudo-frame	Function	editor	windows	previous-pseudo-frame
previous-virtual-line	Function	editor	positions	previous-virtual-line &optional (N 1)
previous-window	Function	editor	windows	previous-window WINDOW &optional MINIBUF
previous-word	Function	editor	positions	previous-word &optional (ARG 1)
previous-xyzzy-window	Function	editor	processes	previous-xyzzy-window
prin1	Function	lisp	io	prin1 OBJECT &optional STREAM
princ	Function	lisp	io	princ OBJECT &optional STREAM
print-buffer	Function	editor	buffers	print-buffer &optional BUFFER
print-dialog	Function	editor	dialogs	print-dialog &optional BUFFER
process-buffer	Function	editor	processes	process-buffer PROCESS
process-eol-code	Function	editor	processes	process-eol-code PROCESS
process-exit-code	Function	editor	processes	process-exit-code PROCESS
process-filter	Function	editor	processes	process-filter PROCESS
process-incode	Function	editor	processes	process-incode PROCESS
process-marker	Function	editor	processes	process-marker PROCESS
process-outcode	Function	editor	processes	process-outcode PROCESS
process-send-n	Function	editor	processes	process-send-n
process-send-string	Function	editor	processes	process-send-string PROCESS STRING
process-send-y	Function	editor	processes	process-send-y
process-sentinel	Function	editor	processes	process-sentinel PROCESS
process-status	Function	editor	processes	process-status PROCESS
processp	Function	editor	datatypes	processp OBJECT
proclaim	Function	lisp	variables	proclaim DECL-SPEC
prog	Macro	lisp	control-flow	prog VARLIST &body BODY
prog*	Macro	lisp	control-flow	prog* VARLIST &body BODY
prog1	Macro	lisp	control-flow	prog1 FIRST &body BODY
prog2	Macro	lisp	control-flow	prog2 FIRST SECOND &body BODY
progn	Special Form	lisp	control-flow	progn {FORM}*
provide	Function	lisp	evaluation	provide MODULE-NAME
psetq	Macro	lisp	variables	psetq {VAR FORM}*
pseudo-frame-selector	Function	editor	windows	pseudo-frame-selector
push	Macro	lisp	lists	push ITEM PLACE
pushnew	Macro	lisp	lists	pushnew ITEM PLACE &KEY :test :test-not :key
quietly-read-abbrev-file	Function	editor	modes	quietly-read-abbrev-file &optional FILE
quit	Function	editor	errors	quit
quote	Special Form	lisp	variables	quote OBJECT
quote-char	Function	editor	characters	quote-char &optional (ARG 1)
quote-region	Function	editor	regions	quote-region FROM TO
quote-string	Function	editor	strings	quote-string STRING TARGET-CHAR QUOTE-CHAR
quoted-printable-decode-region	Function	editor	regions	quoted-printable-decode-region FROM TO
quoted-printable-decode-region-to-file	Function	editor	regions	quoted-printable-decode-region-to-file FILENAME FROM TO
random	Function	-	numbers	random NUMBER &optional STATE
rassoc	Function	lisp	lists	rassoc ITEM A-LIST &key :test :test-not :key
rassoc-if	Function	lisp	lists	rassoc-if PREDICATE A-LIST &key :key
rassoc-if-not	Function	lisp	lists	rassoc-if-not PREDICATE A-LIST &key :key
rational	Function	lisp	numbers	rational NUMBER
rationalize	Function	lisp	numbers	rationalize NUMBER
rationalp	Function	lisp	datatypes	rationalp OBJECT
re-search-backward	Function	editor	search-regexp	re-search-backward REGEXP &optional NOERROR
re-search-backward-again	Function	editor	search-regexp	re-search-backward-again
re-search-forward	Function	editor	search-regexp	re-search-forward REGEXP &optional NOERROR
re-search-forward-again	Function	editor	search-regexp	re-search-forward-again
read	Function	lisp	io	read &optional INPUT-STREAM EOF-ERROR-P EOF-VALUE RECURSIVE-P
read-as-string	Function	editor	io	read-as-string STREAM &optional EOF-ERROR-P EOF-VALUE
read-buffer-name	Function	editor	minibuffer	read-buffer-name PROMPT &key :default :history
read-char	Function	lisp	io	read-char &optional INPUT-STREAM EOF-ERROR-P EOF-VALUE RECURSIVE-P
read-char-encoding	Function	editor	minibuffer	read-char-encoding PROMPT &key :history
read-char-no-hang	Function	lisp	io	read-char-no-hang &optional INPUT-STREAM EOF-ERROR-P EOF-VALUE
read-command-name	Function	editor	minibuffer	read-command-name PROMPT &key :default :history
read-delimited-list	Function	lisp	io	read-delimited-list CHAR &optional INPUT-STREAM RECURSIVE-P
read-directory-name	Function	editor	minibuffer	read-directory-name PROMPT &key :default :title :history
read-exact-char-encoding	Function	editor	minibuffer	read-exact-char-encoding PROMPT &key :history
read-exist-buffer-name	Function	editor	minibuffer	read-exist-buffer-name PROMPT &key :default :history
read-exist-file-name	Function	editor	minibuffer	read-exist-file-name PROMPT &key :default :title :history
read-file	Function	editor	filesystem	read-file FILENAME &optional ENCODING NOMSG
read-file-name	Function	editor	minibuffer	read-file-name PROMPT &key :default :title :history
read-file-name-list	Function	editor	minibuffer	read-file-name-list PROMPT &key :default :title :history
read-from-string	Function	lisp	io	read-from-string STRING &optional EOF-ERROR-P EOF-VALUE &key :start :end :preserve-whitespace
read-function-name	Function	editor	minibuffer	read-function-name PROMPT &key :default :history
read-integer	Function	editor	minibuffer	read-integer PROMPT
read-into	Function	editor	io	read-into STRING &optional INPUT-STREAM EOF-ERROR-P EOF-VALUE MAX-LENGTH
read-line	Function	lisp	io	read-line &optional INPUT-STREAM EOF-ERROR-P EOF-VALUE RECURSIVE-P
read-line-into	Function	editor	io	read-line-into STRING &optional INPUT-STREAM EOF-ERROR-P EOF-VALUE
read-preserving-whitespace	Function	lisp	io	read-preserving-whitespace &optional IN-STREAM EOF-ERROR-P EOF-VALUE RECURSIVE-P
read-registry	Function	editor	system	read-registry SECTION KEY &optional ROOT
read-sexp	Function	editor	minibuffer	read-sexp PROMPT
read-string	Function	editor	minibuffer	read-string PROMPT &key :default :history
read-symbol-name	Function	editor	minibuffer	read-symbol-name PROMPT &key :default :history
read-variable-name	Function	editor	minibuffer	read-variable-name PROMPT &key :default :history
readtable-case	Function	lisp	io	readtable-case READTABLE
readtablep	Function	lisp	io	readtablep OBJECT
realp	Function	lisp	datatypes	realp OBJECT
realpart	Function	lisp	numbers	realpart NUMBER
recenter	Function	editor	windows	recenter &optional ARG
redo	Function	editor	buffers	redo
reduce	Function	lisp	sequences	reduce FUNCTION SEQUENCE &key :from-end :start :end :initial-value (:key #'identity)
refresh-screen	Function	editor	misc	refresh-screen &optional F
refresh-tool-bars	Function	editor	menus	refresh-tool-bars
regexp-keyword-list	Variable	editor	search-regexp	-
regexp-quote	Function	editor	search-regexp	regexp-quote REGEXP
regexpp	Function	editor	datatypes	regexpp OBJECT
region-beginning	Function	editor	positions	region-beginning
region-end	Function	editor	positions	region-end
register-history-variable	Function	editor	variables	register-history-variable VAR
rem	Function	lisp	numbers	rem NUMBER DIVISOR
remhash	Function	lisp	hashtables	remhash KEY HASH-TABLE
remove	Function	lisp	sequences	remove ITEM SEQUENCE &key :from-end :test :test-not :start :end :count :key
remove-duplicates	Function	lisp	sequences	remove-duplicates SEQUENCE &key :from-end :test :test-not (:start 0) :end (:key #'identity)
remove-if	Function	lisp	sequences	remove-if PREDICATE SEQUENCE &key :from-end :start :end :count :key
remove-if-not	Function	lisp	sequences	remove-if-not PREDICATE SEQUENCE &key :from-end :start :end :count :key
remove-trail-slash	Function	editor	filesystem	remove-trail-slash STRING
remprop	Function	lisp	symbols	remprop SYMBOL INDICATOR
rename	Function	editor	buffers	rename FILENAME &optional NOWARN
rename-buffer	Function	editor	buffers	rename-buffer BUFFER-NAME &optional BUFFER
rename-file	Function	lisp	filesystem	rename-file FILE NEW-NAME &key :if-exists :if-access-denied
rename-package	Function	lisp	packages	rename-package PACKAGE NEW-NAME &optional NEW-NICKNAMES
rename-pseudo-frame	Function	editor	windows	rename-pseudo-frame NAME
repeat-backward-search	Function	editor	search-regexp	repeat-backward-search
repeat-complex-command	Function	editor	minibuffer	repeat-complex-command SEXP
